orig_tweet,label,tweet_id,author_id,lang
"pseudoscience in china leads them to believe rhino horn can cure impotence; however, all that does is make the species extinct",-1,7.22E+17,331309172,en
"in quest to fend off looming extinction, researchers create rhino embryo in a lab https://t.co/9qlpnxizui",1,1.01E+18,763568505908178944,en
.@rickygervais wild-caught #rhinos exported 2 #china texas next? never! #demandappendix1 blocks rhino exports #cop17 https://t.co/uhwhu2wxhl,-1,6.58E+17,838178732,en
@lemieuxdavid @gratefuldead @jerrygarcia @syracusecrunch @bobweir @mickeyhart @terrapinxroads @jambase @relixmag @rhino_records that is the venue that plays the national anthem before the show starts,FLAG_BAD,1.00E+18,193093407,en
"dallas safari club wants to save black rhinos, so it’s decided to kill one http://t.co/4xprfaqa1n",-1,3.94E+17,322234897,en
"rt @we_are_rhino: go early for q3.

secure your forward order bank with the most effective marketing communications and industry leading ev…",FLAG_BAD,1.52E+18,1091937961,en
south africa: businessman pays game reserve to kill rhino - sapa (johannesburg)-kwazulu-natal businessman has paid o... http://t.co/uiakvicq,-1,1.54E+17,19181549,en
oklahoma city zoo welcomes two new rhinos https://t.co/tennqoynxu https://t.co/bzflhyh5bf,1,1.10E+18,14745059,en
"in africa, geneticists are hunting poachers https://t.co/tex2kw35qt",1,9.50E+17,791744767919058945,en
"rhino poaching stabilized: ""a reason for optimism"" https://t.co/txhrp58baq #rhinopoaching",1,6.91E+17,66823539,en
"retweeted the associated press (@ap):

breaking: 7 endangered rhinos dead in kenya relocation bid, official says; 'a complete disaster.'",-1,1.02E+18,2904153955,en
"@rhinowild, we really appreciate the follow!  we buy houses for cash.  check us out at https://t.co/pvfgooldra .  we look forward to networking with you!  rhino, drop us a line anytime.",FLAG_BAD,1.06E+18,1414331796,en
"yes, the lawrence anthony earth org. tried to save. read ""the last rhinos"" heartbreaking #rhinos #africa #extinction https://t.co/so0uwegvfq",-1,5.92E+17,2460515546,en
"pride of lions reportedly attacks, eats rhino poachers trespassing on south african reserve - news - https://t.co/kztmhadbxh https://t.co/gnyzniyzms",-1,1.02E+18,1005118766,en
forensic scientists are using dna to bust rhino poachers https://t.co/mdjhjrub1o https://t.co/evv5xmai78,1,9.51E+17,451397148,en
"looking for a digital marketing firm in philadelphia?

your search should end at bad rhino, see why here: https://t.co/1tx6yizxf9

#phillydigitalmarketing #marketingphilly",FLAG_BAD,1.04E+18,235366725,en
rt @hsiglobal: heavily armed conservationists are fighting to save the world’s remaining rhinos. read more: http://t.co/baibtfnlpf,1,4.95E+17,21512592,en
stop the rhino poaching epidemic http://t.co/goutapbvsw,-1,6.34E+17,32885266,en
this man smuggled hundreds of endangered species like rhinos and elephants … but he’s only serving 2 years in jail https://t.co/uifipzvnkq,-1,9.97E+17,330759494,en
@protect_wldlife @wwf @rickygervais @fightforrhinos @petauk the wwf  dan ashe they dont care!!!endangered rhino murdered.thank u for nothing,-1,6.01E+17,2473026932,en
the entire world must ban the import of all ivory and rhino horn! people these animals will be extinct if this isn't done!#killallpoachers https://t.co/nyust8mvy5,-1,8.00E+17,369671549,en
"@amandarivkin “after bathing, the white rhino likes to eat but no photos have been captured of this in the wild.”",1,1.55E+18,3109543847,en
lions fatally maul poachers who broke into reserve to hunt rhinos https://t.co/vh0pzjrspp via @nypost,0,1.02E+18,25932011,en
"released on april 14, 1982, van halen’s diver down was a massive hit, featuring (oh) pretty woman and little guitars and peaking at #3 on the billboard chart over the week of june 12, 1982. it’s also wildly #underrated https://t.co/ynzqvzziyu",FLAG_BAD,1.51E+18,19301925,en
"lions helping to save the rhinos as well. shop now with our @pedalingagainst collection lions need a nap they are full for awhile. 
#pedalingagainstpoaching #rhinos #lions #stopppoachers 
https://t.co/5bdh4ex2et https://t.co/grpei4mg00",0,1.02E+18,557388473,en
"white rhinos on brink of extinction may be saved thanks to ivf: https://t.co/kgj5jlm88j 

#ivf #endangered #rhino #whiterhino #wildlife https://t.co/hyukob4v5o",1,1.47E+18,1431282724829020161,en
wanna buy a zoo? this texas zoo is for sale with hundreds of animals included! https://t.co/hwcfzuh4eu,FLAG_BAD,9.33E+17,16425419,en
protect this white rhino from poachers! https://t.co/k5leexilze,1,9.32E+17,20021516,en
"not surprising but deeply, deeply sad. extinction been de facto for a while (since last attempt at in-vitro fertilization failed); soon actual. https://t.co/vs0xudu1jc",-1,9.76E+17,38293838,en
raids in u.s. deal 'serious blow' to rhino trade http://t.co/gwmh9kyx,1,1.73E+17,16664681,en
"(1/3) it's #worldrhinoday 🦏 !  to celebrate our favorite day of the year and bringing awareness to the plight of the rhino, we've sponsored a member of the black mambas. the black mambas are south africa’s first all-female anti-poaching unit. https://t.co/wgstqpnpli",1,1.31E+18,2882088209,en
"researchers ciara aucoin and sumien deetlefs write in a new policy briefing on transnational organised crime that too little is being done to understand or reduce the demand for rhino horn in east asia.' #rhino #stoprhinopoaching 
https://t.co/seer0ausks",0,9.87E+17,905818825328926720,en
rt @vivekmenon_wti: #rhinos increase in assam by 300. latest figures in! more good news for indian conservation. some respite for rhinos ...,1,1.89E+17,23166912,en
"malaysia’s last male sumatran rhino is dead, leaving only a single female to represent the endangered subspecies in that southeast asian country https://t.co/s6pftj2ab0",-1,1.13E+18,60193555,en
"so the solution for elephants is to give them fake 3d printed tusks, just like  the rhino with fake horns. or we shoot some fucking poachers",0,5.97E+17,23643572,en
"act now to protect a refuge for black rhinos, elephants and hippos, and 400+ species of birds - zambia's luangwa river https://t.co/fxmuwwzvtz via @wwf_act",1,1.00E+18,103928489,en
"woolly rhinos weren't hunted to extinction | ""..the decline towards extinction of the woolly rhinoceros doesn't coincide so much with the first appearance of humans in the region,"" said prof love dalén. https://t.co/ducixyfhbt https://t.co/yfg7sxxlf8",0,1.30E+18,14901582,en
looks like we will need to rely on science to keep the sumatran rhinos around. #rhinos #extinction2025 https://t.co/n5nhhcohld,0,1.09E+18,17354939,en
"@usfwshq approved permit for import of #endangered black #rhino to be #kiiled in #namibia by ""hunter"" corey knowlton http://t.co/06uxy6u8mv",0,5.84E+17,1888859779,en
"the northern white rhino went extinct, but for two minutes at a time, the animal makes a digital comeback https://t.co/bi6vw2vlq6 via @smithsonianmag",-1,1.24E+18,366374544,en
"rt @orcaoniceskates: three of the five surviving rhino species – the black, javan and sumatran – are critically endangered #opfunkill https…",0,9.28E+17,926841862962450438,en
"#india, poor governance is facilitating #rhino poaching. http://t.co/68pmnijhw2 http://t.co/xnjjaddhok",-1,6.42E+17,841671175,en
@duthebestlion that is wonderful that you are engaged in the conservation space. i to think this space is not getting the attention it deserves.  i am about the rhino🦏‼️ full🛑not many people around the world know what is happening to the rhino and we need to uplift them to the world stage.,1,1.50E+18,973866358705475584,en
"asian countries driving rhino, elephant poaching http://t.co/hfqts0xx | epoch times",-1,2.28E+17,29097819,en
"there are only two northern white rhinos still alive today... both of them are female. they are being protected by armed guards 24/7 to prevent poachers from killing them.
https://t.co/y6bkrc4b7x",0,1.55E+18,3081725823,en
great article about the dehorning we did and the hope created from finding that heart #rhino #stoprhinopoaching https://t.co/1oipjykief,1,7.36E+17,869959916,en
"fans got to share the moment that ashanti the southern white rhinoceros gave birth to a beautiful new calf.' #rhino #southernwhiterhino #conservation #ireland 
https://t.co/69cq8db23s",1,1.33E+18,869959916,en
inside the harrowing quest to protect rhinos from poachers https://t.co/txgveipla7,0,9.23E+17,137008680,en
"princess the rhino finally has relief from her eye allergies thanks to a new face mask developed by her @hoglezoo handlers  
https://t.co/iki3pxmypk",FLAG_BAD,1.02E+18,15369276,en
"last one to the rhino buys the first round  
.
.
.
#torrance #losangeles #southbay #redondobeach #manhattanbeach #longbeach #carson #hermosabeach #gardena #palosverdes  #elsegundo #hawthorne #sanpedro #california #lomita #la #orangecounty #cerritos #santamonica #foodporn #law... https://t.co/o4kd05wkch",FLAG_BAD,1.52E+18,23636928,en
rt @reidparkzoo: join us this saturday night for large and in charge theme night at summer safari nights! we'll be featuring some of the bi…,FLAG_BAD,1.41E+18,1386097599531261953,en
"using #wildlife to protect wildlife - new approach to combat rhino poaching, rooted in science! @theatlantic @nmnh https://t.co/rnnblemuf8",1,8.31E+17,786342119648563200,en
rt @whatstheharm: what's the harm in traditional chinese medicine? wild sumatran rhino now extinct in malaysia due to poaching. http://t.co…,-1,6.47E+17,4937061,en
poaching of reine and magen | endangered rhino conservation https://t.co/odc2kxsrud,-1,1.35E+18,886448480339861504,en
don’t forget to take a few minutes to dance on this #internationaldanceday! 🕺🏻we can’t wait to have the #bestfansinjuniorhockey dancing in rhino country again. 💃🏽 https://t.co/2yizhio7ml,FLAG_BAD,1.26E+18,43195567,en
indonesia: save critically endangered sumatran rhino now https://t.co/uv9oioi66v,0,7.15E+17,3294480240,en
"suspected rhino poacher killed by elephant and then eaten by lions
------ as he should be -----
https://t.co/z31374t10o via @cbsnews",0,1.12E+18,75939151,en
worrisome also april 2016 #sa proposes 2 regulate online content #fpbact #rhino socialmedia control #demandappendix1 https://t.co/bhgfa2gqlp,FLAG_BAD,6.58E+17,14679793,en
@conellwuff never noticed till that pick that the rhino in the back has his horn filed down more than other rhinos,0,7.12E+17,607365045,en
the enemy inside: rhino's protectors sometimes aid poachers http://t.co/gcjexeoe3d,-1,3.36E+17,148972672,en
"@wattsupwiththat @hockeyschtick1 the endoskeleton of these soft corals is hard, collagenous. like rhino horn. seems totally plausible to me.",FLAG_BAD,6.18E+17,1520065044,en
usa tomahawks v south african rhinos - part 3 https://t.co/d1dp1gtwy9 via @youtube @usa_tomahawks @vassy13 @matthew_mjames @mattyp01 @rlcoachonthenet @sefapaulo,FLAG_BAD,1.23E+18,123025122,en
josh allen is a rhino with a bazooka,FLAG_BAD,1.57E+18,18319339,en
3.  we all are aware that they buy without remorse and the consequential impact it has on the species. the truth is they don't care that they are the catalyst of driving the rhino to extinction.,0,1.35E+18,973866358705475584,en
"horns #photography #photoart #instaphoto #instapic #instatravel #travel #roadtrip #us #usa #america #rhino #animal @ new york, new york https://t.co/ceyasahxyo",FLAG_BAD,1.37E+18,147516034,en
"it takes a village to protect a rhino ""only 8 white rhinosaurus left in the world"" http://t.co/068byrz3fg #extinction #killthetrade",0,4.40E+17,96678480,en
"rhino-python package for atom editor 
.
🚨 https://t.co/zoobzfdybk 
🚨 https://t.co/zoobzfdybk 
. 
#editor #atom #softwarerecommendations #rhino #python #development #scripting",FLAG_BAD,1.10E+18,928704864401620992,en
"""i don't care..that is a bullshit report..vietnam is not main ( #rhino horn) destination"" 
d.q.tung, #cites vietnam http://t.co/xkt1gfcvgi",FLAG_BAD,3.13E+17,428322448,en
to save these ancient creatures from extinction we must: stop the demand for rhino horn which is made of the same material as your fingernails and protect their habitat. #worldrhinoday  cc @bryanchristy @natgeo @thewcs @unep @traffic_wltrade @savingrhinos https://t.co/p72i34scrx,1,1.31E+18,68524735,en
"rt @big_catsf: @cat_kapow @catsfromulthar @funder because their gov. is corrupt killing animals is a way of life in china,the gov. makes mi…",FLAG_BAD,1.06E+18,759155531332390912,en
convicted of conspiring to poach. as it should be. rhino poaching conspiracy ruling boosts conservation efforts https://t.co/znbekytz0c # via @heraldnmb,0,1.58E+18,981595943584792576,en
rt @annamoor1995: jacob zuma: end rhino horn trade - sign the petition! https://t.co/8izlbwjye0 via @changeaus,1,8.74E+17,53798526,en
"the sumatran rhino has become extinct in malaysia after the last known species has died of cancer. her death comes six months after the death of the country's only male rhino 
   via @mailonline @lizperkinspost           https://t.co/vzpmkqpqcy",-1,1.20E+18,274258582,en
"@paulakahumbu and tigers, manta rays, rhino etc etc etc #china #illegalwildlifetrade #genocide i would petition",FLAG_BAD,5.02E+17,15392898,en
"rt @united4wildlife: 👫 tell your friends and family 👫  

spreading awareness is so important in the fight against the illegal wildlife trad…",1,1.02E+18,2332589652,en
"@dkraigcarter @3gravycats @mind_rhino @kcdoeboy53 @32 i would've traded up for queen. i wasn't crazy about anyone left in the field. i'm actually ok with the ceh pick, i just disagree with your logic to justify it.",FLAG_BAD,1.25E+18,275576040,en
the last two northern white rhinos. mother and daughter naijin and fatu. the rarest and most precious creatures on earth. we have placed them on a rope to show how fragile their lives are.… https://t.co/idoghfvofs,-1,1.07E+18,37775728,en
"sudan, the last male northern white rhino, has died … and its our fault - https://t.co/3rjekpdvfh https://t.co/3rjekpdvfh",-1,9.76E+17,15542125,en
"rt @raymonharpole: @constablecurt @jpbain3 @red999thelma they sure do and i’m sick of it, we have got to start holding these mother fuckers…",FLAG_BAD,1.53E+18,30063549,en
"rt @worldanimalnews: r.i.p. sudan, the world’s last male northern white rhino has passed away.💔🦏💔 sudan leaves just 2 female northern white…",-1,9.78E+17,177362867,en
"the special task force (stf) of manipur arrested three persons suspected to be members of a gang linked to the killing of a one-horned rhino' #rhinopoaching #greateronehornedrhino 
https://t.co/uogy8fs9k5",0,1.38E+18,869959916,en
"did you know? 🤔 it's #endangeredspeciesday and three species of rhino—black, javan, and sumatran—are critically endangered. 😢

to find out how you can help rhinos from becoming extinct, visit https://t.co/ppsg8fa94f! 💪🦏 https://t.co/gjlumearf7",0,1.40E+18,43195567,en
@billetskillet i wouldn't worry tho regular rhino is still a fuckin tank and can do everything in the game as is,FLAG_BAD,1.02E+18,776109921305763840,en
rt @arwenandsmokey: http://t.co/wvfle4s9lt: south africa: 'poisoned' rhino horns to beat poachers (page 1 of 2) http://t.co/y7zvwwjurl,0,3.23E+17,63738419,en
urge the south african government not to issue permits to potential rhino horn buyers. https://t.co/k3entlkqwe via @hsiglobal,1,9.00E+17,25393191,en
#kenya will place microchips in rhino horns to track the endangered animal and prosecute poachers or traffickers. http://t.co/vmylinbhfo,0,3.91E+17,253186785,en
they want to make rhino horn legal say no https://t.co/ugvfixxd2u,1,8.48E+17,14863942,en
what dereck joubert wants you to know about rhinos | africa inside http://t.co/gh07ip7vgn,0,4.93E+17,223986641,en
the last northern white rhino male is under 24-hour guard for protection from poachers - lost at... http://t.co/r31escffnf,0,5.90E+17,92453469,en
the animal reportedly exhibited unsafe behavior and escaped its fortified containment area at a zoo. https://t.co/myzkmdre9z,0,1.62E+18,2884771,en
south africa rhino film wins award by bbc africa https://t.co/v9slzyc9rj,FLAG_BAD,6.62E+17,27537378,en
#vietnam’s market for #rhino horn could quadruple http://t.co/uoevuyqxho,-1,3.80E+17,333434497,en
baby rhino brings new hope to india’s manas national park https://t.co/mhj8hxnhlc,0,9.13E+17,48007775,en
"we're proud to support @zoos_aquariums saving animals from extinction (safe) granting program, which funds aza members working to advance species recovery. selected projects are focused on imperiled species like critically endangered black rhino. more: https://t.co/u2jkjdj2ly https://t.co/7ugsn39ohk",1,1.36E+18,17898053,en
"#imtriggeredby rhino poachers. now that rhino horn's been ok'd by china, things will get worse for the few wild ones that remain. sad.",-1,1.06E+18,896812377231982592,en
child injured during hands-on experience with rhinos at fl zoo https://t.co/z8zumkfirg https://t.co/l7s8wlzuio,-1,1.08E+18,163513317,en
.@bemolewa @wpcsydney @paul_rose auction #rhino horn piles =bad idea = will fuel demand! http://t.co/obbxyzbdam #wldcrime #lifenotextinction,0,5.35E+17,1976860915,en
"this article does a better job of distinguishing between population size and effective population size. the dice were stacked against rhino survival 12,000 years ago. #rhinos #extinction #biodiversity #genome https://t.co/gvtte5yya6 #science via @cosmosmagazine",0,9.42E+17,14912323,en
"us interior secretary 
global march for elephants and rhino
demands ban on imports of trophies of endangered species from africa - sign the petition! https://t.co/tywlwisdaz via @change",1,1.09E+18,809445424448684032,en
"@obleemusic @natgeo i know that sounds like an easy solution, but most poachers are people just struggling to get by. the compensation they receive is tiny compared to the dealers who buy it or the prices rhino horn fetches once it hits the market. curbing the demand would be far more productive.",0,1.04E+18,279663381,en
@savetherhino @action4ifaw misguided policy will only deepen poaching crisis and condemn wild rhinos to extinction. sa must do better!,1,8.92E+17,755276102256431104,en
"karma.
suspected rhino poacher is killed by an elephant and then eaten by lions in south africa - news - https://t.co/wrqep3ytws https://t.co/ri1gcaq1xf",0,1.11E+18,36980063,en
"""in the adorable video, the baby rhino is seen facing off with his mother as she gently gives him several nudges."" #rhino #cute #babyrhino #conservation 
https://t.co/mqdao5asiy",0,1.33E+18,905818825328926720,en
rt @wfla: lions kill suspected rhino poachers in south african game reserve. https://t.co/oda5dd7if5 https://t.co/lj9wkmycih,0,1.02E+18,64812144,en
rt @occupy4eles: #rt the savior to protecting these elephants is kids: how kenya is defending future wildlife https://t.co/jxhn6gulf6 https…,0,1.02E+18,829471744524222464,en
large -scale dehorning of white rhino https://t.co/fwauwbfy8t via @@wildimagery,0,7.33E+17,181342717,en
petition - stop brutal rhino poaching before the species goes extinct https://t.co/pbjv4txvfw via @ladyfreethinker,1,9.57E+17,278260261,en
".@cites @un in honor of world #rhinoday , please list rhino on appendix 1 #extinctionisforever #shame #savetherhino https://t.co/qcmmiyrqx7",0,8.14E+17,404537866,en
"white rhino are extremely endangered. they are killed by poachers for their horn which some mistakenly believe has medicinal powers.
 
#rhino #endangered #phinda #africa #safari #wildlife #pictureoftheday #photography #eyeem #natgeoafrica #natgeotravel #myphotocrowd #travel https://t.co/6nc3o2sprt",1,1.01E+18,777991792058896384,en
"celebrate national zoo keeper week at meet the keeper program or at their bowling for rhinos fundraiser-july 23. 

https://t.co/wwts6zzieu",FLAG_BAD,7.56E+17,555221096,en
@jared_carrabis this woulda been bad cuz rhinos are endangered.,0,1.30E+18,1061339305430474752,en
this is extinction http://t.co/1okwxvlqr5 http://t.co/xem8t3hsyl,0,5.79E+17,1604444052,en
angry prince harry sees rhinos slaughtered for their horns: 'this belongs to south africa and it's been stolen' https://t.co/qzzkua9wx2,0,6.72E+17,103319385,en
"rhinos are coming to seattle's @woodlandparkzoo 
 https://t.co/fi0edmdpoj",0,9.19E+17,21116401,en
"rt @hodilu: in a shootout on sunday afternoon between rhino poaching suspects and the northern cape’s anti poaching unit,1 of the alleged p…",0,1.25E+18,2447534246,en
"new! our #nepal itinerary with young kids - includes what to do in kathmandu, a 5 day himalaya trek, and spotting one-horned rhinos at chitwan https://t.co/ngosbqjiih
#familytravel #ukftb https://t.co/nla6lhbrrs",FLAG_BAD,1.04E+18,799350907301494784,en
"rhino calf playing tag.
a great way to end the week! do you have some fun planned for the weekend? take care and keep dreaming about your safari. 
#rhinofriday #kariegagamereserve #rhinocharge  

https://t.co/haxeqgg5aq",FLAG_BAD,1.42E+18,301363649,en
the latest rare rhino studios ®. wildlife in the news! https://t.co/w8wq9v1pu6 thanks to @pandaramas @ulfaramsar #floridaman #fox35,FLAG_BAD,1.32E+18,973866358705475584,en
"watch, share and help fight rhino poaching: http://t.co/vso3uswj",1,2.91E+17,56466179,en
a complete disaster': 8 endangered black rhinos die in kenya after relocation https://t.co/hzhbzkzofd https://t.co/wovb9qlazw,-1,1.02E+18,14185814,en
these ground-breaking drones want to prevent rhino poaching in sa | memeburn https://t.co/o7c5mxuxnb,0,5.77E+17,14863942,en
news:  rhino horns worth $1m confiscated in #vietnam - news24 http://t.co/s9hbb4zcxe,-1,5.98E+17,563455743,en
"#rememberingsudan sudan was the last male northern white rhino. #rhino to help rhinos, see quoted tweet. #globalgalaforrhinos https://t.co/dp07qkc9c6",0,1.44E+18,980604866912489472,en
went to the knoxville zoo almost a year ago.. and i thought a rhino was a hippo and kaela still isn’t letting me live it down -_-,FLAG_BAD,9.82E+17,445150975,en
stop the rhino poaching epidemic http://t.co/0ic4pqmqkk,1,6.34E+17,3340552829,en
critically endangered black rhino celebrates milestone at @lincolnparkzoo: https://t.co/hdkoohnfa0 #chicagotonight https://t.co/osbdje4oav,0,7.08E+17,17602348,en
"rhinos are rapidly disappearing from the wild to fuel global demand for their horn. this #worldrhinoday, send a message to your representatives urging them to support h.r. 5996/s. 3211 and h.r. 6059 to help protect rhinos and other trafficked species: https://t.co/64mfbgfiwb https://t.co/fofbqfmxqd",-1,1.57E+18,3380606488,en
nepal just sentenced 13 rhino poachers to jail: http://t.co/mus7mfgkfr,1,3.48E+17,56510427,en
"happy birthday, edward!: edward, a southern white rhino, celebrated his first birthday at the san diego zoo on july 28. the zoo gave edward some boxes, cardboard cutouts of rhinos, and hay, his favorite meal. https://t.co/xmzuinfznu",0,1.29E+18,16699451,en
"thank you to everyone who has participated in earth limited's rhino encounters at our zoo this season!

want to... https://t.co/f02acmsctl",0,8.75E+17,91131462,en
"rt @crumblyearth: a mother and baby black rhino in lewa conservancy, kenya #naturephotography #travelphotography photo by david clode on un…",0,1.48E+18,18074538,en
"and to put things in perspective, #china is the biggest consumer of rhino horn. just think how many rhinos are needed to keep up with their demand! 🤬🤬🤬 https://t.co/pigawtcihs",0,1.18E+18,54727811,en
"rt @janejord: more than 1,000 rhinos poached in south africa last year - government | reuters http://t.co/tesxfy2dwy",-1,4.24E+17,28740858,en
"combatting rhino poaching with an activity based, pattern of life intelligence-driven approach | http://t.co/4ih8zr2lvf via @defenceweb",0,4.75E+17,432291529,en
"looking for a marketing agency in philadelphia? 

stop the search and head to bad rhino: https://t.co/fo4cal2vo2

#marketingphilly #philadelphiasmm",FLAG_BAD,1.17E+18,235366725,en
rhino poacher sentenced to 18 years in prison https://t.co/y7dukxuhx0,0,9.26E+17,148620995,en
rt @sonamtac: rhino killed as poaching attempts increase amid india virus lockdown https://t.co/cwrg9i2q4f via @yahoonews,-1,1.26E+18,867346106,en
"us allows trophy hunter to import body parts of rhino he paid $400,000 to kill https://t.co/nxgxbpxkgj",0,1.18E+18,992109555483103232,en
"black #rhino return to zakouma n.p in #chad. the species has not been seen in this country for over 45 years. around 5,000 black rhinos remain in #africa. #poaching for their horns, used in #traditionalmedicine in asia continues to be significant threat to their survival. #wcff https://t.co/xgwf8mqr0n",0,9.96E+17,625588793,en
"“botswana has successfully rebuilt its rhino populations after the species was almost eradicated,” #rhino 
https://t.co/zesy8mrnfa",1,9.21E+17,905818825328926720,en
rt @rtlewis777: rt @ingen1ous: poachers attack rhinos featured in @rockcenternbc report http://t.co/bjhd26ov,-1,1.94E+17,16474992,en
zoo security guard fired after rhinos escape  video:  http://t.co/4p9gptjyax #2newsnow,0,5.57E+17,21094888,en
"dyk there are 5 species of rhinos? we have southern white rhinos here at the @memphiszoo. we have a pair, – male, kito and female, maggie. #cincoderhino https://t.co/istu1wvdfy",0,9.93E+17,15816918,en
inside the high-tech plot to save the northern white rhino from extinction via digg https://t.co/truknsv0g0,0,9.83E+17,174363444,en
"rt @rubiostweets: utah- rsvp to cinco de rhino tomorrow at all rubio's, benefiting @hogle_zoo http://t.co/yawbxbrd",FLAG_BAD,1.98E+17,15923118,en
"phil giunta's story, ""bottom of the hour,"" was published in a plague of shadows--his first story for smart rhino publications. his book ""like mother, like daughters"" was released this past november. check it out at https://t.co/wniims4ngx https://t.co/wlchhtid49",FLAG_BAD,1.10E+18,97597674,en
rt @privateiterri: stop rhino horn trade in south africa - forcechange http://t.co/swcxdyxc4r,1,3.62E+17,9322332,en
rt @calminsensehypn: anti-poaching bodies call for stricter sentences for rhino poachers https://t.co/bco8x1xi86,0,1.43E+18,1532683722,en
‘rhino’ footprint in danum valley has conservationists very excited https://t.co/yxyzba7flq vía @borneo today,1,8.07E+17,226200111,en
a project to bring back the northern white rhino from the edge of extinction https://t.co/rjlbb6rynp,1,1.48E+18,3031204466,en
rhino gets vet exam at san diego zoo safari park http://t.co/xdnbaqjjgp,0,5.50E+17,161011079,en
it's official: i shall be in #java helping to protect the last 32 javan #rhinos left on the earth this summer! wish me luck! #extinction,0,4.43E+17,271355000,en
rwanda: rhinos from south africa with love https://t.co/g4pyrwcbnx,0,8.59E+17,2543982944,en
no one in the world needs a rhino horn but a rhino.' #pauloxton!,1,1.07E+18,50602979,en
the #rhinos’ last shot #killthetrade #demandappendix1 @directordanashe @usfwsintl https://t.co/pxizkgoiwx,0,6.63E+17,222238734,en
**at least one rhino is killed everyday due to the mistaken beleve that rhino horn can cure cancer… https://t.co/gprdcrykvt,-1,6.22E+17,166712858,en
"indochina:  rhino horns, elephant tusks seized in #vietnam - bangkok post http://t.co/dnptkn0bu5",0,6.32E+17,563455743,en
poachers kill rhino in brazen attack at french zoo - national geographic https://t.co/qi61iiownv,-1,8.39E+17,1272429684,en
"see how some restaurants are reopening after shutting down over the winter, watch a rhino and his caregiver go for their daily walk at a south african rescue center, and more of today's top videos. https://t.co/e0s9sjykyr",FLAG_BAD,1.37E+18,11853712,en
"rhinos airlifted to safety in south africa (photos) http://t.co/qwv6ufp2fd
#savetherhinos",0,4.72E+17,2263319437,en
"rt @5nsg10: @45jbama he destroyed his own career when he let democrats an rhinos walk during killary's, pelosi's, schumer's, shiff's, nadle…",FLAG_BAD,1.55E+18,1518742750971277313,en
how cute! san diego zoo welcomes rare white rhino calf http://t.co/weewvm12l9,0,4.91E+17,17387823,en
lions kill and eat at least three rhino poachers at south africa nature reserve https://t.co/mgdcomy9cs,0,1.01E+18,16041234,en
"rt @okczoo: grab a friend and venture on a food and wine safari at @watersedgewine okc on august 16, from 6-9 p.m.! the #okczoo's aazk chap…",FLAG_BAD,1.03E+18,2539908208,en
rt @unixdoss: south africa grants permits to hunt 10 critically endangered black rhino https://t.co/clbygamu4p,-1,1.50E+18,1022646600659693569,en
stunning video shows rhino ramming and flipping zookeeper's car. https://t.co/ldvnpofrzq,0,1.17E+18,14173315,en
stop sa government attempts to legalize trade in rhino horn - sign the petition! https://t.co/wecduc0xub via @change,1,8.81E+17,1086614858,en
rt @nikela_wildlife: rhino poaching figures rise to 245 - times live | @scoopit http://t.co/zwxcuc4t,-1,2.13E+17,191034625,en
"besides this bs, @senatorromney voted against the president’s emergency border declaration today! once again, i demand my vote back for him in 2912! #disgrace #rhino #scumbag https://t.co/nxsnaxedch https://t.co/cqbkj5xo7a",FLAG_BAD,1.18E+18,824228998666452994,en
"the new conservation breeding facility in leuser is part of the multi-stage plan being carried out by the #sumatranrhinorescue and will supplement the existing breeding program at the way kambas sumatran rhino sanctuary. help us save them #whilewestillcan
https://t.co/q61f1eghqo",0,1.14E+18,9366272,en
"now, 3d printing rhino horns to push out poachers could be a great use of tech for good in the world.",0,7.53E+17,18847857,en
"@s2018go @theview @grettamonahan please explain what you mean - are you in favor of the burning of ivory, the killing of elephants and rhinos, and the importation laws lifted?",0,1.05E+18,1003703410460319744,en
great video! #letscometogether #rhinos #stoppoaching https://t.co/fjtgxqocqu,FLAG_BAD,1.02E+18,981595943584792576,en
a great piece in gizmodo on the heroic genetic rescue of northern white rhinos.  https://t.co/cgisfcuhl1,0,7.29E+17,4435227552,en
scientists have used in-vitro fertilization techniques to develop hybrid rhino embryos which could help save the endangered northern white rhinoceros species. https://t.co/ynix71rgpr,0,1.01E+18,16425419,en
it's a boy! tulsa zoo celebrates birth of southern white rhino https://t.co/u96b9pb5zd,0,1.46E+18,39311859,en
health of world's last male northern white rhino in decline https://t.co/nikagwujgi via @yahoonews,-1,9.69E+17,15501305,en
rt @erikllong: fake rhino horn invented to ruin poachers' market - bbc news https://t.co/fxlyzhfvs9,0,1.19E+18,26140158,en
"scientists study rhino, zebra dung to assess species health https://t.co/peqchvapnw https://t.co/rboblwemtk",0,1.03E+18,2935390004,en
stop the #rhino killers of #india and save our #wildlife. take action and rt! https://t.co/s2uezej2qb,0,5.94E+17,821557639,en
"rt @theeconomist: populations of rhinos, lions and elephants have plummeted across africa. but the biggest threat to their survival is habi…",0,1.42E+18,240697075,en
"#opfunkill rhino pregnancies last 15 – 16 months! kill a rhino, there’s a good chance it’s pregnant https://t.co/mgatnpcexp",0,8.94E+17,3251980182,en
rt @minamaya13: javan #rhino calves are spotted in the species last holdout. conservationists in indonesia reported presence of two newborn…,0,1.32E+18,403244337,en
"don't miss your chance to watch this incredible film. it is the real truth of what is happening to our rhinos, all the way from source to consumer. #rhino #stoprhinopoaching https://t.co/e4r1aj88gd",0,1.23E+18,869959916,en
